Vivado Simulator 2018.2
Time resolution is 1 ps
Time | A      | B      | A*B (ref) | Result (HW) | Match?
--------------------------------------------------------
              725000 |   330650919 |  1356200353 | 448428893067574407     | 448428893067574407
              730000 | -1886622177 | -2111686140 | 3983953902587526780     | 3983953902587526780
              735000 |   741155672 |  -883130218 | -654536970185296496     | -654536970185296496
              740000 |   175018772 | -1994804206 | -349128182514555032     | -349128182514555032
              745000 |  -886935402 |  -659758415 | 585163095030907830     | 585163095030907830
              750000 |   717411669 |  -154956051 | -111167279169559119     | -111167279169559119
              755000 |   361442091 |  2058427381 | 744002296760293671     | 744002296760293671
              760000 |  1454637997 | -1816059353 | -2641708939681035941     | -2641708939681035941
              765000 |  1112145796 |  -743906137 | -827332082883150052     | -827332082883150052
              770000 |  -203970841 |  -588279623 | 119991889446472943     | 119991889446472943
              775000 | -1529194935 |  1843772379 | -2819487383259700365     | -2819487383259700365
              780000 |  1689915337 |   679719249 | 1148667983739221913     | 1148667983739221913
              785000 |  -792961375 |   356965674 | -283059991682841750     | -283059991682841750
              790000 |  2099922426 | -1561976763 | -3280030033514587038     | -3280030033514587038
              795000 |  1101071747 | -1099611524 | -1210751181752012428     | -1210751181752012428
              800000 | -1186589582 |   -11584258 | 13745759858000156     | 13745759858000156
              805000 | -1269435800 | -1210078609 | 1536117107078802200     | 1536117107078802200
              810000 |  1128664454 |  2015568368 | 2274900371568391072     | 2274900371568391072
              815000 |   477206328 |   544641344 | 259906295847224832     | 259906295847224832
              820000 | -1811319256 |  2064493046 | -3739456008097893776     | -3739456008097893776
              825000 |  -490792251 |  1613246912 | -791769083359278912     | -791769083359278912
              830000 |   979525492 |   484340025 | 474423401283417300     | 474423401283417300
              835000 |  -664114512 |   505186108 | -335501425583599296     | -335501425583599296
              840000 |   354521898 |   824496994 | 292302239208174612     | 292302239208174612
              845000 |   183252245 |  -256815391 | -47061996951302795     | -47061996951302795
              850000 |   199400727 | -1584665021 | -315983357238870267     | -315983357238870267
              855000 |  1689641929 | -1019870074 | -1723215239162732746     | -1723215239162732746
              860000 |   311937829 |  1626774977 | 507452654596904933     | 507452654596904933
              865000 |  -962747763 | -1385700774 | 1334080320355868562     | 1334080320355868562
              870000 |    64366343 |   375094060 | 24143432923222580     | 24143432923222580
              875000 |   101342476 | -1196562831 | -121262639983109556     | -121262639983109556
              880000 | -1646166981 |  1533076918 | -2523700601744844558     | -2523700601744844558
              885000 |   -69221641 |  -820719970 | 56811583124870770     | 56811583124870770
              890000 | -1367844772 |   716765013 | -980423275784562036     | -980423275784562036
              895000 | -1876280800 |  -804580704 | 1509619326965683200     | 1509619326965683200
              900000 |   962595186 |  -633500492 | -609804523927831512     | -609804523927831512
              905000 |  1854600669 | -2032340979 | -3769180939289514951     | -3769180939289514951
              910000 |   632330571 | -1127464327 | -712930161674040717     | -712930161674040717
              915000 |  -815539554 |   -17799939 | 14516554313287206     | 14516554313287206
              920000 | -1109339525 |  1206023055 | -1337889042972748875     | -1337889042972748875
              925000 | -2117887485 |  1908484579 | -4041955605179593815     | -4041955605179593815
              930000 |   244466461 |  1492729265 | 364922240645681165     | 364922240645681165
              935000 |   571580228 |  -895697771 | -511963136167271788     | -511963136167271788
              940000 |  -266521376 |  -157189907 | 41894470306952032     | 41894470306952032
              945000 |   695866706 |  2082364408 | 1449048061286600048     | 1449048061286600048
              950000 |  1188870029 | -1453341614 | -1727834286783086806     | -1727834286783086806
              955000 |  1108993924 |   594214214 | 658979952880435736     | 658979952880435736
              960000 |  -969239924 |  1212710288 | -1175407227375138112     | -1175407227375138112
              965000 |   199934231 |   892166506 | 178374624301066886     | 178374624301066886
              970000 |  1115379588 |  -715408214 | -797951718983135832     | -797951718983135832
              975000 |  1047465852 | -1336802720 | -1400255200060717440     | -1400255200060717440
              980000 |  1565150650 |  -979279733 | -1532720310636776450     | -1532720310636776450
              985000 |  -753008986 | -1836900827 | 1383202829121831422     | 1383202829121831422
              990000 |   419791666 |  -788200286 | -330879911201616476     | -330879911201616476
              995000 | -1534100407 | -1973112812 | 3026953167946114484     | 3026953167946114484
             1000000 | -1630945219 |   636617547 | -1038288344611157793     | -1038288344611157793
$finish called at time : 1 us : File "C:/Users/User/Desktop/STM/Lab3/Array_Multiplier/array_mul_tb_2.v" Line 39
